IDCabang,KategoriKota,Wilayah,JumlahNasabahAktif,JumlahTeller,JumlahPegawai,JumlahATM,LuasCabang_m2,UmurCabang_tahun,JamOperasionalPerHari,TransaksiHarian,TransaksiBulanan,SkorKepuasanNasabah,KodeInternal,BiayaOperasional_jutaPerBulan
CBG02557,Metro,Kalimantan,9666,9,27,6,531.0,24,7.5,611,13410,4.21,7348,361.39
CBG02622,Kota Kecil,Jawa Tengah,350,2,10,2,138.0,44,7.2,29,639,4.66,2750,98.36
CBG02306,Kota Kecil,Jawa Barat,5203,6,18,3,300.0,31,6.1,358,7896,4.14,3865,238.8
CBG01326,Kota Kecil,Indonesia Timur,3738,7,20,2,290.0,44,7.5,217,4748,3.47,2004,239.01
CBG00096,Kota Kecil,Sumatera,4261,7,21,3,394.0,37,8.5,302,6656,4.96,6052,234.75
CBG00098,Kota Besar,Kalimantan,6282,5,19,4,343.0,35,7.7,347,7649,4.7,6016,289.84
CBG01679,Kota Besar,Kalimantan,4471,7,20,4,294.0,4,7.4,291,6437,4.21,3114,233.78
CBG02220,Kota Besar,Jawa Barat,4284,5,19,4,387.0,2,9.2,346,7625,,2746,227.69
CBG01376,Kota Besar,Indonesia Timur,2547,5,13,4,393.0,21,7.7,188,4150,4.25,3273,192.55
CBG00382,Kota Kecil,Jawa Tengah,2846,5,14,2,142.0,7,7.2,267,5850,4.35,1125,155.4
CBG02884,Kota Kecil,Jawa Barat,6556,9,25,5,404.0,45,7.9,399,8762,3.69,9897,295.61
CBG00417,Kota Besar,Sulawesi,5660,8,22,2,360.0,39,8.8,439,9652,2.98,2938,278.94
CBG01724,Kota Besar,Jawa Timur,6199,7,20,6,311.0,7,8.6,481,10644,4.6,7970,257.3
CBG00029,Kota Besar,Jawa Barat,4232,6,19,4,301.0,6,6.5,157,3441,4.22,1190,216.65
CBG02335,Kota Besar,Sumatera,1318,3,12,1,181.0,10,8.7,161,3511,3.62,7310,187.12
CBG00448,Kota Kecil,Jawa Timur,8970,8,22,7,461.0,11,7.2,579,12734,3.73,6314,293.24
CBG00653,Kota Kecil,Indonesia Timur,7033,8,23,5,541.0,29,6.7,548,12000,3.71,5464,312.06
CBG02673,Kota Besar,Jawa Timur,7177,7,20,5,354.0,44,9.0,470,10309,3.32,2917,299.06
CBG02368,Metro,Jawa Barat,12559,13,36,8,548.0,33,8.4,806,17680,4.21,5717,407.44
CBG02253,Metro,Sumatera,11359,10,26,6,479.0,43,6.8,755,16772,4.39,8812,379.39
CBG00821,Metro,Sumatera,6319,6,21,3,328.0,40,9.5,483,10623,4.86,9684,290.41
CBG02520,Kota Kecil,Sumatera,4405,7,21,4,,35,6.9,217,4720,4.12,9676,220.04
CBG01833,Kota Besar,Kalimantan,9949,10,27,6,430.0,22,8.0,671,14716,3.73,4868,340.22
CBG02383,Kota Besar,Sumatera,5714,7,22,1,,8,7.6,418,9228,4.51,5130,242.73
CBG02523,Kota Besar,Jawa Barat,7267,6,13,3,435.0,26,7.4,433,9472,3.43,2929,283.83
CBG00722,Kota Kecil,Jawa Timur,4354,3,10,4,,33,6.5,346,7633,5.0,8168,214.22
CBG01522,Kota Besar,Jawa Barat,6374,9,24,4,493.0,40,8.1,462,10177,4.22,7580,292.9
CBG02873,Metro,Kalimantan,7454,6,18,5,492.0,24,9.1,532,11675,2.95,2365,329.26
CBG01858,Kota Besar,Jawa Barat,824,3,12,1,164.0,30,8.6,73,1603,4.18,1172,134.58
CBG02618,Metro,Jawa Barat,11067,12,30,5,589.0,41,8.0,706,15585,4.31,9160,401.76
CBG02426,Kota Kecil,Sulawesi,2965,5,13,2,262.0,24,8.0,261,5723,4.0,9860,182.31
CBG00780,Metro,Kalimantan,6422,5,17,4,444.0,17,8.4,349,7660,4.59,1166,341.31
CBG01024,Kota Besar,Indonesia Timur,8852,8,17,5,482.0,40,8.2,591,13019,4.35,2186,351.15
CBG00005,Kota Besar,Jawa Barat,5859,9,24,3,332.0,32,6.1,404,8857,3.33,9328,270.49
CBG01513,Kota Kecil,Sulawesi,4007,5,14,4,341.0,24,10.2,294,6447,3.32,3905,214.45
CBG02703,Kota Besar,Jawa Timur,9204,9,31,5,345.0,39,6.9,573,12591,4.7,8566,328.12
CBG02910,Metro,Sulawesi,9650,10,28,7,489.0,7,7.7,696,15229,3.68,7411,355.89
CBG00517,Kota Besar,Jawa Timur,7490,8,25,4,591.0,8,6.9,556,12305,5.0,5825,301.63
CBG01694,Metro,Jawa Timur,10174,11,28,4,487.0,4,8.2,692,15132,4.36,7057,358.58
CBG02459,Kota Kecil,Sumatera,2522,3,13,1,301.0,22,8.8,189,4143,4.15,1684,171.52
CBG02709,Kota Kecil,Sumatera,4051,7,24,4,374.0,45,8.3,398,8777,4.43,1189,246.34
CBG00351,Kota Kecil,Kalimantan,7002,9,27,4,360.0,2,8.0,498,10962,4.55,3109,276.9
CBG02536,Kota Besar,Jawa Timur,8344,10,31,5,300.0,18,6.6,509,11116,4.62,3890,322.27
CBG02845,Kota Kecil,Sumatera,4204,4,16,5,368.0,39,8.4,419,9248,3.15,9155,222.82
CBG00661,Kota Besar,Kalimantan,7999,8,23,3,481.0,27,7.3,546,12058,3.82,8223,306.63
CBG02721,Kota Besar,Kalimantan,8367,10,25,3,447.0,26,6.6,541,11941,3.68,9349,317.55
CBG00900,Kota Kecil,Indonesia Timur,5201,10,23,2,256.0,8,9.3,334,7274,4.22,9406,259.55
CBG02541,Metro,Jawa Tengah,8488,12,32,4,458.0,27,6.0,608,13468,3.86,9355,375.09
CBG00159,Metro,Sumatera,6973,7,22,2,494.0,20,7.6,558,12410,,3853,303.09
CBG00384,Kota Kecil,Jawa Tengah,2533,5,18,2,338.0,17,7.9,207,4583,3.88,2504,170.44
CBG02100,Kota Besar,Sumatera,4583,4,13,3,381.0,34,7.9,299,6592,4.76,4913,247.42
CBG00141,Kota Kecil,Sumatera,6932,7,19,5,339.0,40,7.4,376,8256,4.47,6601,258.39
CBG00466,Kota Kecil,Kalimantan,2175,6,15,2,165.0,43,7.0,181,3972,4.96,7529,167.42
CBG02651,Metro,Jawa Barat,6580,9,24,5,422.0,23,8.7,377,8263,4.5,5623,321.16
CBG00300,Kota Besar,Jawa Barat,4344,7,25,4,275.0,21,7.9,396,8743,4.35,7947,227.67
CBG00398,Kota Kecil,Jawa Timur,2459,5,16,1,331.0,1,8.0,341,7423,3.57,4923,157.29
CBG02914,Kota Besar,Jawa Timur,10697,10,33,5,549.0,39,7.7,676,15021,3.43,6073,360.16
CBG01782,Kota Kecil,Jawa Barat,2129,2,12,3,299.0,24,7.5,221,4864,3.93,2771,156.13
CBG01650,Kota Besar,Jawa Barat,3077,6,17,3,371.0,2,6.7,265,5813,3.65,7918,196.51
CBG01034,Kota Kecil,Sumatera,7331,10,30,5,495.0,11,7.6,473,10399,3.92,5569,291.34
CBG02388,Metro,Jawa Barat,9583,9,22,7,,37,7.7,617,13616,4.8,6954,367.56
CBG01086,Kota Kecil,Indonesia Timur,3825,5,19,2,422.0,19,6.2,248,5435,4.44,1752,223.8
CBG01049,Kota Kecil,Jawa Timur,2586,3,7,2,238.0,22,7.6,210,4614,3.57,4413,155.96
CBG01919,Kota Kecil,Jawa Timur,6736,6,16,4,341.0,17,9.8,464,10288,4.54,3738,257.84
CBG00847,Metro,Jawa Timur,5999,7,22,5,254.0,24,8.0,363,7996,3.83,7505,280.4
CBG00252,Kota Kecil,Jawa Timur,5648,5,20,5,,36,7.2,371,8185,4.13,9664,261.02
CBG01569,Kota Besar,Indonesia Timur,7192,9,24,4,447.0,2,7.8,494,10817,,2199,301.91
CBG02060,Kota Besar,Kalimantan,6388,6,17,4,383.0,43,6.5,414,9082,4.43,7833,292.74
CBG00807,Metro,Sumatera,8797,11,28,6,591.0,15,8.4,584,12774,4.73,8800,366.62
CBG02367,Kota Kecil,Kalimantan,6226,7,21,6,354.0,27,8.4,441,9686,4.94,9551,278.45
CBG00716,Kota Besar,Kalimantan,4575,7,18,3,344.0,22,7.2,426,9383,4.0,4767,251.6
CBG01934,Metro,Jawa Barat,5808,7,18,4,317.0,25,8.1,356,7805,4.03,4394,291.07
CBG01087,Metro,Sumatera,9795,12,35,8,597.0,37,9.0,671,14761,,3168,403.64
CBG00988,Metro,Kalimantan,7281,10,28,3,414.0,13,7.7,519,11336,3.38,5282,328.32
CBG01727,Kota Besar,Jawa Barat,5304,5,16,5,358.0,23,8.8,340,7489,3.19,4874,247.65
CBG00196,Kota Kecil,Jawa Timur,7510,7,16,4,446.0,21,8.3,472,10433,3.94,5906,276.05
CBG01210,Metro,Jawa Tengah,8216,9,20,6,552.0,31,9.9,614,13520,3.51,6387,355.53
CBG01045,Kota Kecil,Jawa Timur,4059,5,15,1,304.0,21,9.5,330,7238,3.82,4350,204.21
CBG00280,Kota Besar,Sulawesi,5634,7,21,5,382.0,11,7.2,446,9833,4.69,2357,266.2
CBG00097,Kota Kecil,Jawa Barat,3072,4,16,2,318.0,8,6.3,219,4860,3.28,3136,173.03
CBG00442,Kota Besar,Jawa Timur,7312,5,16,4,516.0,12,6.7,524,11439,4.73,1361,281.66
CBG01577,Kota Besar,Jawa Tengah,8442,11,26,6,498.0,22,9.7,710,15796,4.65,4536,327.68
CBG01043,Kota Besar,Sumatera,6503,9,26,2,410.0,14,6.7,450,9841,3.36,9703,284.42
CBG02334,Metro,Jawa Tengah,4311,6,21,3,332.0,32,8.3,268,5931,,1441,264.57
CBG01430,Metro,Jawa Barat,9990,10,27,6,453.0,5,7.9,650,14340,4.31,9188,357.9
CBG00331,Kota Kecil,Jawa Barat,2930,6,21,4,219.0,5,8.5,211,4663,4.49,1566,186.88
CBG01383,Metro,Sulawesi,7546,9,26,4,464.0,38,9.3,515,11279,5.0,8377,348.97
CBG00862,Kota Besar,Sulawesi,4042,6,19,4,290.0,36,8.4,310,6865,4.39,1306,242.71
CBG00746,Metro,Sulawesi,5409,7,25,4,315.0,4,8.4,433,9559,3.73,4398,273.73
CBG02655,Kota Besar,Jawa Barat,6094,7,19,5,350.0,16,7.4,369,8102,4.74,6192,261.5
CBG01885,Kota Besar,Jawa Tengah,6885,9,27,4,415.0,45,8.8,443,9691,4.03,1988,304.52
CBG02868,Kota Kecil,Jawa Tengah,7448,6,17,2,422.0,39,8.0,525,11531,4.29,5887,268.6
CBG02374,Kota Besar,Jawa Tengah,5211,5,20,4,390.0,22,7.6,361,7950,3.01,7819,260.38
CBG01615,Kota Kecil,Jawa Timur,6744,7,21,7,431.0,23,8.0,484,10577,3.3,4474,278.82
CBG02384,Metro,Kalimantan,7140,9,23,3,413.0,33,7.6,425,9331,3.85,8546,321.72
CBG00595,Kota Kecil,Jawa Timur,3834,6,19,5,157.0,22,8.0,292,6467,3.76,8027,204.66
CBG01226,Kota Kecil,Sumatera,1234,4,15,2,273.0,29,8.9,100,2208,4.14,6397,137.96
CBG01497,Kota Besar,Jawa Tengah,10500,9,25,6,465.0,26,7.2,699,15316,4.7,3013,334.78
CBG02965,Metro,Jawa Tengah,2897,3,12,3,,20,9.4,257,5625,3.8,6831,201.0
CBG00550,Kota Kecil,Kalimantan,2544,4,16,1,176.0,42,7.3,184,4038,3.79,8853,180.17
CBG00557,Kota Kecil,Jawa Tengah,1646,4,14,1,117.0,31,8.6,113,2485,3.9,5722,132.79
CBG02515,Metro,Sumatera,9700,10,30,5,562.0,20,8.4,649,14201,4.06,8748,369.29
CBG00542,Kota Kecil,Jawa Tengah,1719,2,7,4,263.0,7,9.9,154,3392,4.11,3283,132.53
CBG01698,Kota Besar,Sulawesi,7443,8,25,5,267.0,22,8.4,456,10119,4.27,5613,305.61
CBG00265,Kota Kecil,Indonesia Timur,1721,2,10,4,247.0,39,8.5,185,4067,4.63,2839,163.5
CBG01516,Kota Besar,Jawa Timur,7691,8,19,2,521.0,18,7.5,581,12672,3.89,5151,299.06
CBG01812,Kota Besar,Sumatera,6415,8,21,2,461.0,9,6.0,451,9922,4.01,9354,260.52
CBG01367,Kota Kecil,Jawa Tengah,5855,6,16,4,,28,6.3,408,9037,5.0,1247,243.21
CBG01065,Kota Kecil,Kalimantan,5549,7,24,4,451.0,38,9.7,390,8578,4.4,4750,326.89
CBG00301,Metro,Sulawesi,11517,13,36,6,571.0,30,7.6,733,16059,4.47,2662,446.57
CBG02164,Kota Kecil,Jawa Tengah,4195,4,15,3,352.0,2,8.2,353,7799,3.8,3487,192.82
CBG00554,Kota Besar,Kalimantan,10254,9,22,6,520.0,42,8.4,564,12438,3.49,7752,362.71
CBG00468,Metro,Jawa Tengah,8194,8,22,5,470.0,32,8.0,532,11723,4.04,8461,347.1
CBG00345,Metro,Sulawesi,9812,10,24,5,365.0,25,6.0,657,14428,4.07,8005,390.91
CBG02162,Metro,Jawa Timur,6113,9,28,4,456.0,40,8.7,457,10094,4.62,1230,334.45
CBG01845,Kota Kecil,Jawa Barat,4625,7,23,4,476.0,21,8.9,309,6790,3.72,7233,244.93
CBG02443,Kota Kecil,Sumatera,7712,7,21,5,510.0,4,8.2,483,10654,3.75,1472,276.87
CBG02132,Metro,Sulawesi,9233,9,25,6,399.0,7,7.1,612,13566,4.36,6304,339.9
CBG01321,Kota Kecil,Jawa Barat,3198,5,14,1,303.0,10,7.5,276,6090,3.82,5132,192.54
CBG01778,Kota Besar,Jawa Barat,548,3,13,4,194.0,17,6.9,112,2460,3.63,8613,131.75
CBG02581,Kota Kecil,Sumatera,2513,5,18,1,365.0,6,8.3,261,5730,3.7,2067,171.12
CBG01288,Kota Kecil,Kalimantan,2228,3,11,3,220.0,13,6.9,225,4969,4.08,8325,152.28
CBG02558,Kota Besar,Sumatera,6210,8,23,4,415.0,6,7.2,402,8853,4.88,9288,268.83
CBG00440,Kota Kecil,Jawa Barat,2437,5,17,3,342.0,42,7.3,195,4299,,4079,188.15
CBG00022,Metro,Sulawesi,10343,9,24,6,633.0,11,8.3,681,14936,3.92,8300,370.37
CBG01293,Kota Kecil,Kalimantan,3880,4,16,3,265.0,11,7.3,205,4494,4.26,4116,195.62
CBG01813,Kota Kecil,Jawa Timur,3171,5,15,2,230.0,16,9.8,241,5274,4.0,8326,183.5
CBG01253,Kota Besar,Sumatera,8060,7,22,5,401.0,23,6.4,642,14080,5.0,1820,365.88
CBG02734,Kota Kecil,Jawa Barat,4665,5,14,2,252.0,25,6.5,393,8707,4.14,5763,220.23
CBG01458,Kota Besar,Sumatera,9394,8,23,4,567.0,22,9.0,658,14537,3.78,2912,332.72
CBG01322,Kota Besar,Jawa Barat,3636,5,13,4,267.0,40,8.8,309,6745,4.05,7258,225.16
CBG01398,Kota Besar,Jawa Timur,5671,6,17,5,538.0,29,6.4,461,10078,,1109,260.58
CBG00488,Kota Besar,Jawa Tengah,7274,7,20,4,500.0,29,7.6,496,11033,4.1,5180,296.21
CBG00230,Kota Kecil,Jawa Timur,2288,3,11,1,171.0,43,8.1,210,4606,3.76,4466,159.08
CBG01309,Kota Besar,Jawa Tengah,9919,9,23,7,458.0,21,7.7,580,12606,4.21,6094,335.15
CBG01295,Kota Kecil,Jawa Timur,3214,2,11,2,303.0,45,7.9,191,4203,3.36,7205,203.33
CBG00287,Kota Kecil,Sumatera,478,2,9,2,229.0,42,8.8,211,4632,4.81,1432,128.19
CBG01418,Kota Kecil,Sumatera,5861,7,19,4,340.0,39,8.8,332,7338,4.79,4423,334.59
CBG01241,Kota Besar,Jawa Barat,5793,5,19,4,492.0,28,6.8,399,8712,3.99,5757,269.02
CBG00811,Kota Besar,Kalimantan,9684,9,21,5,545.0,7,6.9,651,14305,4.67,8252,320.18
CBG02726,Kota Kecil,Kalimantan,5680,6,19,5,447.0,34,7.3,423,9390,4.81,5032,272.67
CBG00432,Metro,Sumatera,9663,11,31,4,414.0,16,7.1,683,15082,4.53,2774,344.93
CBG01704,Metro,Sulawesi,8228,9,27,3,,13,7.7,624,13758,4.13,4558,318.46
CBG02148,Kota Besar,Indonesia Timur,4889,7,17,3,456.0,33,10.0,300,6592,4.43,4218,282.79
CBG02936,Kota Kecil,Sumatera,4216,3,12,3,396.0,45,8.9,364,8024,2.74,7990,220.97
CBG00621,Kota Kecil,Sulawesi,1128,2,11,2,253.0,17,8.3,106,2329,4.5,3124,138.13
CBG01446,Metro,Kalimantan,8725,10,26,5,,25,6.6,516,11360,4.6,8494,346.3
CBG00937,Kota Kecil,Kalimantan,350,2,13,1,251.0,13,7.1,100,2205,4.89,6804,93.97
CBG02771,Kota Besar,Indonesia Timur,5348,7,18,4,319.0,31,7.0,337,7395,4.21,1548,266.08
CBG01809,Kota Kecil,Sumatera,5505,6,16,4,,41,6.8,426,9346,4.48,5082,244.37
CBG02719,Kota Besar,Kalimantan,3647,5,16,3,296.0,13,8.5,269,5911,3.89,6977,212.97
CBG00131,Kota Besar,Jawa Timur,5265,8,24,6,,31,9.0,386,8505,3.56,3894,266.31
CBG01491,Metro,Sumatera,8862,8,25,4,458.0,12,8.4,561,12409,4.03,4075,331.5
CBG00956,Kota Kecil,Jawa Timur,5503,8,22,4,302.0,26,7.3,504,11149,4.25,4078,259.33
CBG00914,Kota Besar,Sumatera,3654,6,22,3,374.0,22,8.8,350,7711,4.5,7867,225.66
CBG00860,Metro,Jawa Barat,8527,9,26,6,435.0,22,7.5,584,12823,3.53,4219,340.47
CBG01419,Kota Besar,Kalimantan,10272,11,33,4,518.0,35,8.0,667,14773,3.86,3456,359.65
CBG02535,Kota Kecil,Indonesia Timur,7111,8,25,5,434.0,9,6.6,469,10327,4.45,1523,287.44
CBG00128,Kota Besar,Indonesia Timur,12912,13,34,7,662.0,8,8.0,869,19065,3.3,9399,386.55
CBG00285,Kota Kecil,Jawa Tengah,5060,7,19,4,337.0,34,7.5,352,7697,3.79,7893,237.43
CBG02375,Kota Kecil,Jawa Timur,4791,8,23,4,307.0,8,8.4,248,5448,3.65,3998,240.36
CBG00979,Metro,Jawa Tengah,9285,9,25,7,495.0,8,8.1,604,13161,4.13,5975,357.13
CBG00624,Metro,Indonesia Timur,8492,9,25,8,504.0,8,8.3,582,12766,,5276,355.18
CBG00689,Metro,Sumatera,10110,10,27,6,,2,7.3,729,16017,3.47,2761,353.8
CBG01772,Kota Kecil,Jawa Timur,350,3,10,1,162.0,38,7.4,37,816,4.68,3275,103.22
CBG01963,Kota Kecil,Kalimantan,6580,4,16,4,373.0,24,7.6,362,7968,3.47,5620,267.13
CBG00996,Kota Besar,Sumatera,6470,10,23,4,296.0,44,8.1,450,9896,,6136,295.6
CBG01696,Kota Kecil,Sulawesi,4507,6,18,3,503.0,28,8.7,338,7464,4.16,1342,248.01
CBG01959,Metro,Jawa Barat,11163,12,32,5,539.0,4,7.4,751,16516,5.0,9326,367.14
CBG00611,Metro,Sulawesi,5812,8,22,2,479.0,24,10.3,497,10977,3.55,7638,312.37
CBG00459,Kota Besar,Jawa Timur,2909,5,18,3,150.0,27,8.2,216,4764,4.02,9802,197.84
CBG02224,Kota Besar,Jawa Timur,5715,9,23,4,212.0,42,9.7,466,10173,3.46,2383,282.44
CBG00463,Kota Besar,Jawa Timur,4937,7,23,3,380.0,13,7.2,330,7212,4.52,6611,243.65
CBG00793,Metro,Jawa Barat,9476,9,28,4,576.0,45,7.0,650,14347,4.5,4644,367.47
CBG00505,Kota Besar,Jawa Barat,7141,8,24,4,425.0,40,7.8,496,10951,3.97,7779,294.41
CBG00309,Kota Kecil,Sulawesi,1265,4,18,1,245.0,10,7.9,66,1454,3.51,5722,125.62
CBG01517,Kota Kecil,Sumatera,4585,7,20,1,402.0,31,6.8,389,8568,3.82,9368,228.39
CBG00364,Metro,Sulawesi,9602,9,22,6,577.0,40,7.2,671,14712,3.52,8899,353.75
CBG00580,Kota Besar,Jawa Tengah,6736,9,26,5,562.0,35,9.3,398,8752,3.6,6057,319.29
CBG00106,Kota Kecil,Jawa Timur,5614,6,21,5,366.0,8,7.9,382,8305,4.19,1942,242.32
CBG02285,Kota Besar,Jawa Barat,6521,6,17,4,457.0,27,7.5,539,11924,3.48,5173,288.12
CBG01133,Metro,Indonesia Timur,11286,11,24,7,507.0,40,9.2,640,14046,4.72,7432,447.84
CBG00508,Metro,Jawa Timur,7186,6,21,4,349.0,22,8.2,475,10339,4.64,3006,307.55
CBG01012,Kota Kecil,Indonesia Timur,5173,6,21,4,423.0,29,8.1,380,8378,3.61,5442,267.06
CBG01470,Kota Kecil,Jawa Timur,6986,9,22,5,,23,8.7,454,9911,,5916,294.97
CBG00947,Kota Kecil,Jawa Barat,3646,4,11,3,279.0,40,6.8,307,6756,3.66,7186,246.89
CBG01190,Kota Kecil,Indonesia Timur,1913,5,15,1,309.0,17,7.0,202,4453,4.03,1407,162.15
CBG01214,Kota Kecil,Kalimantan,2724,4,13,2,257.0,3,7.7,181,3994,4.21,5306,158.33
CBG01349,Kota Kecil,Sumatera,3820,4,15,2,260.0,23,9.4,289,6356,3.82,1175,190.69
CBG01662,Kota Kecil,Jawa Barat,4501,6,17,2,298.0,29,7.4,322,7129,4.44,9902,211.25
CBG01388,Metro,Sumatera,9189,8,19,5,393.0,31,8.3,632,13833,4.14,7593,347.28
CBG01369,Metro,Sulawesi,5528,7,23,2,381.0,13,9.8,410,8970,4.33,5267,278.05
CBG02729,Kota Besar,Jawa Barat,3486,4,13,2,318.0,4,6.2,294,6475,4.63,4883,190.12
CBG00189,Metro,Kalimantan,6421,7,20,2,390.0,29,8.1,414,9115,3.25,8072,301.91
CBG02814,Kota Kecil,Sumatera,6094,7,23,2,350.0,16,7.8,467,10328,4.3,4027,255.39
CBG02121,Metro,Jawa Timur,7564,7,21,4,,10,7.9,367,8089,3.87,2300,308.44
CBG01767,Kota Kecil,Sumatera,3383,5,18,3,334.0,7,7.7,155,3391,4.7,3916,181.41
CBG02882,Kota Besar,Sumatera,2544,4,10,2,283.0,38,10.0,184,4050,4.68,4774,200.32
CBG02839,Kota Besar,Jawa Tengah,5119,4,10,4,493.0,42,7.1,386,8481,4.72,1473,249.59
CBG01292,Metro,Jawa Timur,9390,10,27,4,394.0,33,7.9,562,12333,4.3,6043,345.88
CBG02787,Kota Besar,Indonesia Timur,6120,8,28,4,515.0,10,7.9,375,8333,3.05,9501,295.38
CBG02788,Kota Besar,Jawa Barat,7624,7,21,4,514.0,26,8.1,526,11611,3.88,2074,305.01
CBG01476,Metro,Jawa Barat,11205,12,28,6,596.0,16,8.8,668,14857,3.78,2719,386.68
CBG02994,Kota Kecil,Sulawesi,7618,7,22,4,443.0,3,8.8,455,10155,4.64,8688,285.32
CBG01800,Kota Besar,Indonesia Timur,7082,8,22,3,374.0,13,7.1,469,10323,3.67,3977,288.47
CBG00863,Kota Kecil,Indonesia Timur,3317,4,13,3,350.0,35,9.0,283,6212,3.44,8140,211.01
CBG01174,Kota Kecil,Jawa Barat,4738,8,24,6,293.0,25,7.9,404,8863,,8934,245.88
CBG01417,Kota Kecil,Jawa Timur,3804,4,19,1,247.0,37,8.6,227,5004,4.31,2972,199.96
CBG02528,Kota Besar,Jawa Tengah,1950,4,10,2,164.0,19,6.7,135,2982,4.19,1684,133.03
CBG01116,Kota Kecil,Jawa Tengah,5889,9,23,5,415.0,29,6.4,392,8651,4.43,6736,261.93
CBG00354,Kota Kecil,Jawa Timur,5174,5,20,4,425.0,23,8.0,407,8952,4.09,5002,241.01
CBG01035,Kota Kecil,Indonesia Timur,3285,4,13,2,360.0,2,7.9,251,5489,5.0,4792,181.05
CBG02082,Kota Besar,Kalimantan,8192,9,26,4,465.0,12,7.2,571,12590,3.21,9945,313.94
CBG00732,Kota Besar,Jawa Tengah,9284,9,21,5,534.0,18,7.2,593,13057,3.65,5380,323.98
CBG00703,Kota Besar,Jawa Tengah,6217,8,24,2,367.0,40,8.9,443,9698,3.14,3505,290.43
CBG02007,Metro,Jawa Barat,8621,9,24,3,385.0,19,7.4,549,12080,3.5,2293,341.64
CBG02869,Metro,Kalimantan,10265,13,32,5,490.0,30,6.0,607,13545,4.29,2731,391.76
CBG02769,Kota Besar,Jawa Barat,5908,5,19,4,335.0,7,7.2,378,8368,3.77,8652,241.14
CBG00161,Kota Kecil,Jawa Barat,3231,5,18,3,191.0,30,7.5,215,4760,4.48,4873,189.93
CBG02509,Kota Besar,Jawa Tengah,6673,7,21,4,373.0,29,7.7,468,10280,4.07,5571,281.61
CBG01228,Kota Kecil,Jawa Timur,4503,5,17,3,330.0,14,7.9,347,7654,,2799,198.99
CBG01770,Kota Besar,Jawa Timur,2759,5,14,1,301.0,41,6.0,123,2701,4.08,2986,190.14
CBG01810,Metro,Jawa Timur,9955,10,23,4,503.0,5,7.5,784,17206,4.16,8731,340.71
CBG01138,Kota Kecil,Jawa Barat,4190,6,17,1,410.0,17,9.7,277,6070,4.44,3654,224.01
CBG01199,Kota Besar,Kalimantan,5973,9,29,3,415.0,26,9.1,406,8986,3.22,4495,287.3
CBG02496,Kota Kecil,Kalimantan,3512,6,16,3,214.0,35,7.5,189,4130,4.19,3165,202.27
CBG00163,Kota Kecil,Jawa Tengah,7217,9,28,7,304.0,9,8.1,399,8788,4.92,9799,282.7
CBG02402,Kota Kecil,Sumatera,1425,4,15,1,259.0,4,7.1,221,4850,4.32,6446,113.66
CBG02025,Kota Kecil,Kalimantan,4509,5,15,4,263.0,36,9.0,371,8243,4.27,8853,221.89
CBG00186,Kota Besar,Jawa Timur,5792,9,28,5,549.0,11,8.8,286,6258,4.08,3524,293.27
CBG00460,Kota Kecil,Sumatera,3033,4,15,2,277.0,4,8.8,283,6239,5.0,4062,173.27
CBG01339,Kota Besar,Kalimantan,9338,7,21,6,,22,7.0,671,14823,4.0,6133,325.2
CBG02521,Kota Kecil,Kalimantan,4599,6,26,2,252.0,8,10.5,316,6932,4.42,2362,238.68
CBG01008,Kota Besar,Jawa Barat,4214,3,12,4,252.0,8,7.7,329,7216,4.79,1611,201.27
CBG02991,Kota Besar,Jawa Timur,7805,11,31,3,387.0,25,8.0,531,11652,4.29,5849,313.8
CBG02073,Kota Kecil,Sumatera,5692,6,15,3,340.0,43,7.7,401,8837,3.93,9780,254.77
CBG02596,Kota Kecil,Indonesia Timur,6505,7,20,5,301.0,13,8.3,397,8751,3.25,1096,268.24
CBG01802,Metro,Kalimantan,6472,8,22,4,390.0,42,8.9,485,10627,4.73,1526,321.34
CBG00369,Kota Kecil,Indonesia Timur,3541,5,15,2,348.0,5,8.2,279,6120,5.0,7879,198.98
CBG01169,Kota Kecil,Jawa Timur,5701,7,21,4,405.0,35,7.5,442,9690,4.01,9789,259.01
CBG01258,Kota Besar,Sumatera,5585,6,16,3,228.0,42,8.5,390,8550,3.58,1468,262.85
CBG00494,Metro,Jawa Timur,12286,14,35,7,611.0,9,7.4,790,17283,4.37,5845,386.33
CBG00232,Metro,Jawa Tengah,10070,8,22,5,565.0,21,8.5,662,14466,4.31,5037,359.0
CBG02097,Kota Kecil,Jawa Tengah,3320,4,13,3,216.0,33,7.9,275,6089,4.76,6999,183.56
CBG00334,Kota Kecil,Jawa Barat,5021,6,16,2,258.0,40,7.0,311,6831,4.24,2740,238.96
CBG02302,Kota Besar,Sulawesi,5295,6,18,2,367.0,20,7.5,307,6799,4.4,1490,249.63
CBG00789,Metro,Jawa Tengah,7609,9,26,4,473.0,5,7.7,575,12580,3.69,7678,329.58
CBG02139,Kota Besar,Jawa Tengah,5892,5,13,4,388.0,9,6.9,370,8186,4.04,1399,247.77
CBG02955,Kota Besar,Sumatera,9176,7,21,7,328.0,21,7.4,593,13088,4.42,7865,311.43
CBG02290,Kota Besar,Jawa Barat,4934,5,21,2,288.0,16,8.3,396,8750,4.07,4319,247.23
CBG00381,Metro,Jawa Timur,8773,10,29,5,517.0,19,9.1,571,12508,5.0,7625,359.61
CBG02908,Kota Kecil,Sumatera,4739,6,19,3,465.0,14,6.8,325,7074,4.02,8670,236.83
